Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity_Encoded,longitude_scal,latitude_scal,housing_median_age_scal,total_rooms_scal,total_bedrooms_scal,population_scal,households_scal,median_income_scal,median_house_value_scal
11,-122.26,37.85,52.0,3503.0,752.0,1504.0,734.0,3.2705,241800.0,NEAR BAY,3,-1.3422873305240006,1.0376742616456118,1.8557687252892139,0.3965263525682879,0.5081686624820057,0.06976208408987612,0.6135829181738889,-0.3162633958385754,0.3026485889135167
12,-122.26,37.85,52.0,2491.0,474.0,1098.0,468.0,3.075,213500.0,NEAR BAY,3,-1.3422873305240006,1.0376742616456118,1.8557687252892139,-0.06658574127334024,-0.1515765983597046,-0.2885214435646622,-0.08222416514699994,-0.4191990483747382,0.05748439275160351
13,-122.26,37.84,52.0,696.0,191.0,345.0,174.0,2.6736,191300.0,NEAR BAY,3,-1.3422873305240006,1.0329932610441823,1.8557687252892139,-0.888014801002315,-0.8231877811589995,-0.953022666037242,-0.8512740993437719,-0.6305462142469416,-0.13483522402558634
14,-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,159200.0,NEAR BAY,3,-1.3422873305240006,1.0376742616456118,1.8557687252892139,0.002972596932121689,0.20914742915087076,-0.1879196648636342,0.31537988246493653,-1.0290730449611187,-0.4129189942304419
15,-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,140000.0,NEAR BAY,3,-1.3422873305240006,1.0376742616456118,1.6969313774966026,-0.6939836470607633,-0.6048548171394408,-0.6423926125042432,-0.6158506500998621,-0.919397871440491,-0.5792494736053089
16,-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,NEAR BAY,3,-1.3472785239072644,1.0376742616456118,1.8557687252892139,-0.30683658046983703,-0.4529710160823564,-0.5576753251770618,-0.4405909712182848,-0.5771565714481339,-0.47096140109562984
17,-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,NEAR BAY,3,-1.3472785239072644,1.0376742616456118,1.8557687252892139,-0.6445606172831982,-0.5811229732242713,-0.6856337279108254,-0.5138338220941678,-0.9219251918096653,-0.4449722636933069
18,-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,NEAR BAY,3,-1.3422873305240006,1.0329932610441823,1.6969313774966026,-0.1819061440876587,-0.19666710179852653,-0.38382839180774136,-0.21039915417979524,-0.9898995792389165,-0.41725051713082906
19,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,NEAR BAY,3,-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.5187149396088429,-0.5692570512666866,-0.6485699147051835,-0.5870766729700508,-0.6675609271538073,-0.38086572476757696
20,-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,NEAR BAY,3,-1.3472785239072644,1.0376742616456118,0.9027446385335461,-0.8628456654674439,-0.8398000718996181,-0.8965444744857877,-0.8722006281654526,-1.3233479104468546,-0.5142766300995014
21,-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,NEAR BAY,3,-1.3472785239072644,1.0376742616456118,1.0615819863261575,-0.4564785317407979,-0.4055073282520175,-0.43765916813022127,-0.349037407623431,-1.1360629405894986,-0.4077211667499773
22,-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,NEAR BAY,3,-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.09175487680821133,0.007426755871930592,-0.36176659823295454,-0.05606600411989886,-1.1300079022050185,-0.8053549690055185
23,-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,NEAR BAY,3,-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.4340551200824582,-0.4767028599975258,-0.5047270205975732,-0.45628586783454544,-0.8901230771642217,-0.9283702193765138
24,-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,NEAR BAY,3,-1.3472785239072644,1.0329932610441823,1.8557687252892139,-0.18877045377898719,-0.2393844208458315,-0.3697088439198778,-0.20255170587166493,-0.6692984599076146,-0.6433560125310388
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,NEAR BAY,3,-1.3522697172905356,1.0376742616456118,0.9821633124298519,-0.961691725022574,-0.9845643197821516,-0.9777318748410032,-0.9951439849928277,-0.7726026799976153,-0.8607984621304742
26,-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,NEAR BAY,3,-1.3522697172905356,1.0376742616456118,1.617512703600297,-0.6894074405998777,-0.6974090084086015,-0.7218150693734758,-0.6812460526676147,-0.7431699281982725,-0.9794821896010822
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,NEAR BAY,3,-1.3522697172905356,1.0376742616456118,1.8557687252892139,-0.3379547844038595,-0.2773553711101026,-0.2849915565926963,-0.26794710843941766,-1.086306320821379,-0.8781245537320228
28,-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,NEAR BAY,3,-1.3522697172905356,1.0329932610441823,1.6969313774966026,-0.25375258552356345,-0.10885927931239962,-0.25939987604594356,-0.0691450846334494,-1.1734988735578933,-0.8486701980093901
29,-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,NEAR BAY,3,-1.3522697172905356,1.0329932610441823,1.8557687252892139,-0.8729133196813924,-0.8967564972960248,-0.9088990788876683,-0.9009746052952639,-1.149752592589193,-0.6485538400115034
30,-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,NEAR BAY,3,-1.3522697172905356,1.0329932610441823,1.617512703600297,-0.3297176127742653,-0.21565257693066206,-0.49590230316765854,-0.3176476143909097,-1.0234392266381676,-0.7325853842790142
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,NEAR BAY,3,-1.3522697172905356,1.0329932610441823,1.8557687252892139,-0.22126151965127533,-0.134964307619086,-0.22674842155525907,-0.15285119992017288,-1.0054847215154916,-0.7940930094645119
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,NEAR BAY,3,-1.3472785239072644,1.0329932610441823,1.5380940297039913,-0.32697188889773393,-0.30583358380830594,-0.35205940906004835,-0.43012770680744433,-1.0921507491750946,-0.8356756293082286
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,NEAR BAY,3,-1.3472785239072644,1.0283122604427497,1.617512703600297,-0.4491566014033809,-0.4078805126435345,-0.5920917231537292,-0.445822603423705,-1.31429167912398,-0.8833223812124874
34,-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,NEAR BAY,3,-1.3472785239072644,1.0283122604427497,1.7763500513929082,0.013040251146070127,0.08574184079198972,-0.1473259646860264,0.09565132983728743,-0.6006922423860698,-0.8417397613687706
35,-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,NEAR BAY,3,-1.3472785239072644,1.0283122604427497,1.617512703600297,-0.6505096856823496,-0.6072280015309577,-0.7544665238641604,-0.6158506500998621,-1.2557947430791325,-0.9500278338784496
36,-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,NEAR BAY,3,-1.3472785239072644,1.0283122604427497,1.5380940297039913,-0.383716849012716,-0.25125034280341624,-0.3864758070367158,-0.3281108788017501,-1.4605603454899443,-0.8867875995327971
37,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,NEAR BAY,3,-1.3522697172905356,1.0283122604427497,1.8557687252892139,-0.5150539744401342,-0.3509240872471278,-0.46236837693398253,-0.252252211823157,-1.2957053439090103,-0.8919854270132617
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.8557687252892139,-0.5338164209297654,-0.4933151507381444,-0.6494523864481749,-0.49813892547790717,-0.20595639222565426,-0.1339689194455089
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.8557687252892139,-0.0935853593925656,0.4203608399958787,-0.04231182727004104,0.5141819062709048,-0.6746690156921101,-0.2673798247774334
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.8557687252892139,-0.44458039494249524,-0.28210173989313647,-0.42265714849936625,-0.2731787406448378,-0.9337193535324789,-0.4458385682733843
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.7763500513929082,-0.7781858459410593,-0.5384056541769664,-0.8012375262427085,-0.6550878916405136,-1.3615736310306166,-0.49261901559756566
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,3,-1.3422873305240006,1.0329932610441823,1.617512703600297,-0.8802352500188094,-0.7970827528523131,-0.8497734721072395,-0.8120368578031202,-1.4985754560429416,-0.7629060445817244
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,3,-1.3422873305240006,1.0329932610441823,1.8557687252892139,-0.7717791568958194,-0.7970827528523131,-0.8453611133922821,-0.7884945128787292,0.04903970252249745,-0.15649283852752213
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.8557687252892139,-0.5461721783741568,-0.5384056541769664,-0.6750440669949277,-0.5426077992239791,-0.4521068656816956,-0.19461024005092914
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.8557687252892139,-0.4486989807572923,-0.2797285555016195,-0.6238607059014223,-0.30718434998006927,-0.6288613340008253,-0.2128026362325552
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,3,-1.3422873305240006,1.0283122604427497,1.6969313774966026,-0.6916955438303205,-0.51230062587028,-0.7138728236865526,-0.5112180059914577,-0.9715238540547116,-0.557591859103373
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,1.1410006602224632,-0.7456947800687712,-0.5360324697854494,-0.765056184780058,-0.6446246272296733,-1.1248479564512877,-0.6009070881072446
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,3,-1.3422873305240006,1.0236312598413204,0.9027446385335461,-0.9209634875206917,-0.8136950435929318,-0.884189870083907,-0.8878955247817133,-1.5377489217651434,-0.16775479806852875
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,0.9027446385335461,-0.7736096394801737,-0.38652185311988196,-0.6397451972752688,-0.3856588330613725,-1.1036816483594525,-0.8174832331266025
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,-0.606210165496261,-0.796490671784602,-0.20141347058156042,-0.6088586862705672,-0.16069864822830318,-1.5529128439801896,-0.3028983125606081
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,1.1410006602224632,-0.35168340378651647,-0.19429391740700958,-0.32117289805534677,-0.24178894741231655,-1.246106681663964,-0.9794821896010822
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,0.9821633124298519,0.26747733037131244,0.7478602860252169,0.4712867271509967,0.5769614927359473,-1.4533996044439503,-0.9474289201382173
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,3,-1.3472785239072644,1.0236312598413204,1.8557687252892139,-0.460597117555595,-0.19429391740700958,-0.23204325201320788,-0.2600996601312873,-1.3814236264301731,-0.8893865132730294
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,3,-1.3522697172905356,1.0236312598413204,1.8557687252892139,-0.671102614756335,-0.718767667932254,-0.6388627255322773,-0.6969409492838754,-1.1906635910652024,-1.0340593781459604
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,3,-1.3522697172905356,1.0236312598413204,1.8557687252892139,-0.7740672601262623,-0.6997821928001184,-0.7491716934062115,-0.7309465586191068,-1.2951788188320992,-1.0721767796693675
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,3,-1.3522697172905356,1.0236312598413204,1.8557687252892139,-0.6399844108223126,-0.592988895181856,-0.7085779932286037,-0.6289297306134126,-1.2454748515716707,-1.0340593781459604
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,3,-1.3522697172905356,1.0236312598413204,1.8557687252892139,-0.5251216286540827,-0.48144922878055973,-0.6150359884715075,-0.6681669721540642,-1.6079873670251135,-1.053118078907664
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,3,-1.3522697172905356,1.0236312598413204,1.8557687252892139,-0.5717989345551163,-0.46721012243145804,-0.3097007653964576,-0.5112180059914577,-1.397429988768277,-1.0964333079115356
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,3,-1.3572609106738065,1.0236312598413204,-2.1151649695260684,-1.1342147085979633,-1.1744190711035072,-1.1745230735281018,-1.1573245833608545,-0.6890431502917891,-1.2722931376672542
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,3,-1.3572609106738065,1.0283122604427497,1.8557687252892139,-0.6935260264146748,-0.7757240933286607,-0.768586071752024,-0.8172684900085404,-0.2518167264246301,-1.1362833185950973
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,3,-1.3572609106738065,1.0236312598413204,1.617512703600297,-1.144739983458,-1.2076436525847443,-1.1815828474720336,-1.246262330852998,1.1831747181894776,-1.1423474506556395
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,1.6969313774966026,-0.8587270796526468,-0.8255609655505165,-0.9247835702615148,-0.9872965366846974,-1.5638119130722539,-1.0461876422670446
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,3,-1.3622521040570703,1.0189502592398911,1.8557687252892139,-0.6463910998675525,-0.7140212991492202,-0.7977076392707426,-0.8905113408844234,-1.4111722932756627,-1.1328181002747877
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,3,-1.3622521040570703,1.0189502592398911,1.5380940297039913,-0.8276088757186244,-0.844546440682652,-0.9115464941166427,-0.9585225595548862,-0.6725629153844649,-1.155342019356801
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,3,-1.3622521040570703,1.0189502592398911,1.8557687252892139,-0.7443219181305055,-0.7804704621116946,-0.7244624846024502,-0.8172684900085404,-1.4239668526446077,-1.1128930949330067
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,3,-1.3622521040570703,1.0189502592398911,1.5380940297039913,-0.5406807306210939,-0.4363587253417378,-0.5620876838920191,-0.43797515511557467,-1.6140950579172848,-1.060914820128361
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,3,-1.3572609106738065,1.0142692586384585,1.8557687252892139,-0.7365423671469999,-0.6974090084086015,-0.8232993198174953,-0.9219011341169447,-0.6643491241846483,-1.0877702621107612
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,3,-1.3622521040570703,1.0189502592398911,1.8557687252892139,-0.9447597611172971,-1.017788901263389,-1.0156781597896365,-1.0919291807931018,-1.0633498274680455,-1.0557169926478962
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,1.37925668191138,0.07527665901411501,0.2518647481981757,0.35127057010415624,0.29183753754054553,-1.5221637794885685,-0.6728103682536715
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,-0.20911679601473282,-0.8550661144839383,-0.9157419724281604,-0.9115464941166427,-0.9742174561711469,-1.1053138760978776,-1.077374607149832
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,1.37925668191138,-0.7786434665871479,-0.5716302356582036,-0.7438768629482627,-0.5818450407646306,-1.6546374888394562,-0.9673539254799982
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,1.617512703600297,-0.8202869453812074,-0.7923363840692793,-0.7632912412940751,-0.9088220536033942,-1.1168447752822355,-1.1423474506556395
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,1.37925668191138,-1.2010273229268937,-1.266973262372668,-1.2415909259954538,-1.2881153884963599,-1.7750537739290748,-1.207320294161447
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,-0.6856288393925667,-0.8244055311960045,-0.8943833129045078,-1.001558611901773,-0.9585225595548862,-0.7309018939062388,-0.6009070881072446
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,-0.9238848610814836,-0.6404420314684012,-0.1800548110579079,-0.5850319492097974,-0.15808283212559307,-1.5517018363032935,-0.25438525607627194
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,0.5850699429483236,0.1269877920221229,0.0572636280937864,-0.16674034303183885,0.0250242950641145,-0.7501727117211932,-0.9075789094546555
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,-0.7650475132888723,-0.6541706508510582,-0.6997821928001184,-0.6212132906724478,-0.7649521679543382,-1.4532416469208769,-0.8538680254898546
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,3,-1.3572609106738065,1.0189502592398911,-0.44737281770364973,-0.40797074325541,-0.3888950375113989,-0.3273502002562871,-0.45628586783454544,-1.6156746331480187,-0.8174832331266025
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,3,-1.3522697172905356,1.0142692586384585,0.7439072907409349,-0.8935062487553778,-0.8587855470317537,-0.9539051377802334,-0.9009746052952639,-0.9792111201776168,-0.6546179720720454
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,-0.9238848610814836,-0.7836772936941221,-0.5906157107903391,-0.7200501258874928,-0.5504552475321093,-1.248476044510065,-0.3843309430878867
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,3,-1.3472785239072644,1.0189502592398911,1.8557687252892139,-1.1104184350013577,-1.1435676740137868,-1.0959830884018607,-1.1599403994635646,-1.4239668526446077,-0.8174832331266025
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,1.8557687252892139,-1.0509277510098443,-1.0462671139615922,-1.0809810687710057,-1.0788501002795512,-1.2375243229103097,-0.8174832331266025
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,1.8557687252892139,-1.0298772012897703,-0.887263759729957,-0.9521401942942505,-0.9009746052952639,-1.6130946602711533,-0.6009070881072446
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,0.505651269052018,-0.7726943981879966,-0.8398000718996181,-0.8453611133922821,-0.8643531798573223,-1.08588510075985,-0.7629060445817244
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,3,-1.3522697172905356,1.0189502592398911,1.8557687252892139,-0.8527780112534955,-0.9371006319518128,-0.9247835702615148,-1.005607249403668,-0.7702333171515143,-0.9413647880776753
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,3,-1.3472785239072644,1.0189502592398911,0.9027446385335461,-0.803812602122019,-0.2061598393645943,-0.7438768629482627,-0.3124159821854895,-1.5238486597346848,-0.7629060445817244
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,3,-1.3472785239072644,1.0189502592398911,-1.479815578355623,-0.8061007053524618,-0.45059783169083945,-0.7756458456959557,-0.4432067873209949,-1.6381046014244411,-0.3843309430878867
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,3,-1.3472785239072644,1.0142692586384585,-1.479815578355623,-1.1584686028406572,-1.176792255495024,-1.1471664494953662,-1.2044092732096365,-1.5263759801038592,-0.6009070881072446
89,-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,3,-1.3472785239072644,1.0142692586384585,1.8557687252892139,-1.0925712298039036,-1.091357617400414,-0.9080166071446768,-1.0840817324849714,-1.3835823792455093,2.5394556777192463
90,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,3,-1.3472785239072644,1.0142692586384585,-1.0033035349777892,-0.7516438484679225,-0.34617771846409395,-0.5514980229761214,-0.35950067203427144,-0.9358254538401242,-0.3843309430878867
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,3,-1.3522697172905356,1.0142692586384585,1.8557687252892139,-1.108130331770915,-1.0699989578767617,-0.45972096170500815,-1.076234284176841,-1.581871723210312,-0.6009070881072446
92,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,3,-1.3522697172905356,1.0142692586384585,1.8557687252892139,-1.1625871886554542,-1.2028972838017105,-1.088923314457929,-1.2174883537231869,-1.643369852193554,-0.3843309430878867
93,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,3,-1.3472785239072644,1.0095882580370292,-0.12969812211842718,-0.7237289890565201,-0.4529710160823564,-0.6238607059014223,-0.516449638196878,-0.6506594721849539,-0.16775479806852875
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,3,-1.3472785239072644,1.0142692586384585,0.8233259646372405,-0.42169936263806695,0.20202787597631994,-0.08643541441961473,-0.08483998124971005,-1.0654032752679998,-0.23965807821495558
95,-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,3,-1.3422873305240006,1.0142692586384585,0.5850699429483236,1.2321416523260083,4.601911737848733,1.803819059068122,4.7701147053802515,-0.9801588653160572,-0.665879931613052
96,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,3,-1.3422873305240006,1.0236312598413204,0.18797657346679542,0.8967057187430898,1.8822424251703158,0.5498267122772379,1.7802368999825973,-0.5458283293719105,-0.1998080675313937
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,3,-1.3422873305240006,1.0189502592398911,0.029139225674184116,-1.0532158542402872,-1.0225352700464228,-1.0792161252850228,-1.0683868358687107,-0.9819490505775555,-0.7091951606169236
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,3,-1.3422873305240006,1.0236312598413204,-0.5267914915999554,0.4784404482181411,1.7374781772877823,0.5286473904454425,1.9633440271723048,-1.3966928536606016,-0.3193580995820793
